transaction_id,processing_date,gross_amount,operator_fee,net_amount
TX_202606_01144,2026-06-05 03:07:48,24.77,0.5,24.27
TX_202606_01145,2026-06-03 05:45:42,1106.04,22.12,1083.92
TX_202606_01146,2026-06-02 17:01:22,1176.78,23.54,1153.24
TX_202606_01147,2026-06-03 20:58:12,1201.05,24.02,1177.03
TX_202606_01148,2026-06-04 06:17:56,820.13,16.4,803.73
TX_202606_01149,2026-06-01 17:52:45,1178.51,23.57,1154.94
TX_202606_01150,2026-06-05 02:56:47,1072.69,21.45,1051.24
TX_202606_01151,2026-06-05 15:32:33,1373.0,27.46,1345.54
TX_202606_01152,2026-06-05 19:13:56,478.03,9.56,468.47
TX_202606_01153,2026-06-02 08:59:20,144.97,2.9,142.07
TX_202606_01154,2026-06-04 13:55:46,1093.95,21.88,1072.07
TX_202606_01155,2026-06-03 22:27:47,853.65,17.07,836.58
TX_202606_01156,2026-06-04 10:38:23,781.94,15.64,766.3
TX_202606_01157,2026-06-03 21:51:55,646.62,12.93,633.69
TX_202606_01158,2026-06-01 23:02:50,1235.58,24.71,1210.87
TX_202606_01159,2026-06-05 20:21:05,1117.34,22.35,1094.99
TX_202606_01160,2026-06-03 07:41:10,317.37,6.35,311.02
TX_202606_01161,2026-06-03 22:09:50,209.97,4.2,205.77
TX_202606_01162,2026-06-03 15:36:33,56.68,1.13,55.55
TX_202606_01163,2026-06-02 19:06:24,880.58,17.61,862.97
TX_202606_01164,2026-06-01 07:40:23,1369.2,27.38,1341.82
TX_202606_01165,2026-06-04 22:27:06,1482.86,29.66,1453.2
TX_202606_01166,2026-06-01 05:37:15,1109.85,22.2,1087.65
TX_202606_01167,2026-06-01 19:48:55,1193.09,23.86,1169.23
TX_202606_01168,2026-06-03 18:36:47,1470.69,29.41,1441.28
TX_202606_01169,2026-06-02 16:32:49,493.62,9.87,483.75
TX_202606_01170,2026-06-01 16:27:57,1079.03,21.58,1057.45
TX_202606_01171,2026-06-02 01:14:53,613.61,12.27,601.34
TX_202606_01172,2026-06-02 21:19:27,1331.83,26.64,1305.19
TX_202606_01173,2026-06-02 06:27:01,1304.32,26.09,1278.23
TX_202606_01174,2026-06-01 18:45:04,1462.41,29.25,1433.16
TX_202606_01175,2026-06-03 19:34:38,317.5,6.35,311.15
TX_202606_01176,2026-06-05 20:50:24,232.05,4.64,227.41
TX_202606_01177,2026-06-02 04:22:44,1315.18,26.3,1288.88
TX_202606_01178,2026-06-02 00:37:22,954.93,19.1,935.83
TX_202606_01179,2026-06-03 18:44:44,243.65,4.87,238.78
TX_202606_01180,2026-06-04 05:05:06,144.77,2.9,141.87
TX_202606_01181,2026-06-01 15:21:44,595.55,11.91,583.64
TX_202606_01182,2026-06-05 11:47:17,806.05,16.12,789.93
TX_202606_01183,2026-06-01 23:50:02,130.21,2.6,127.61
TX_202606_01184,2026-06-01 04:52:49,236.36,4.73,231.63
TX_202606_01185,2026-06-03 08:48:04,887.46,17.75,869.71
TX_202606_01186,2026-06-01 03:49:15,1166.24,23.32,1142.92
TX_202606_01187,2026-06-04 08:58:31,1387.31,27.75,1359.56
TX_202606_01188,2026-06-03 17:16:27,1166.32,23.33,1142.99
TX_202606_01189,2026-06-02 23:31:38,92.14,1.84,90.3
TX_202606_01190,2026-06-04 02:36:11,1445.39,28.91,1416.48
TX_202606_01191,2026-06-03 10:43:18,798.3,15.97,782.33
TX_202606_01192,2026-06-02 15:32:16,898.66,17.97,880.69
TX_202606_01193,2026-06-01 01:58:29,1248.37,24.97,1223.4
TX_202606_01194,2026-06-04 12:42:27,105.41,2.11,103.3
TX_202606_01195,2026-06-04 16:53:00,114.38,2.29,112.09
TX_202606_01196,2026-06-02 15:20:42,537.9,10.76,527.14
TX_202606_01197,2026-06-04 16:44:45,1268.09,25.36,1242.73
TX_202606_01198,2026-06-05 10:07:02,1270.96,25.42,1245.54
TX_202606_01199,2026-06-02 11:03:06,617.91,12.36,605.55
TX_202606_01200,2026-06-03 04:21:01,204.28,4.09,200.19
TX_202606_01201,2026-06-05 04:02:30,331.74,6.63,325.11
TX_202606_01202,2026-06-02 18:57:14,1447.84,28.96,1418.88
TX_202606_01203,2026-06-05 18:04:40,138.91,2.78,136.13
TX_202606_01204,2026-06-01 13:22:58,299.07,5.98,293.09
TX_202606_01205,2026-06-01 02:31:40,142.72,2.85,139.87
TX_202606_01206,2026-06-02 06:50:37,732.59,14.65,717.94
TX_202606_01207,2026-06-03 21:21:02,1412.46,28.25,1384.21
TX_202606_01208,2026-06-01 17:56:13,118.49,2.37,116.12
TX_202606_01209,2026-06-01 22:52:29,737.78,14.76,723.02
TX_202606_01210,2026-06-02 22:16:35,963.46,19.27,944.19
TX_202606_01211,2026-06-02 09:00:45,16.36,0.33,16.03
TX_202606_01212,2026-06-04 17:15:26,356.75,7.13,349.62
TX_202606_01213,2026-06-02 04:47:34,1027.97,20.56,1007.41
TX_202606_01214,2026-06-03 05:44:14,1121.26,22.43,1098.83
TX_202606_01215,2026-06-05 19:23:00,1477.32,29.55,1447.77
TX_202606_01216,2026-06-02 18:54:29,1001.4,20.03,981.37
TX_202606_01217,2026-06-04 08:47:59,1280.79,25.62,1255.17
TX_202606_01218,2026-06-03 13:57:27,1357.69,27.15,1330.54
TX_202606_01219,2026-06-01 07:03:11,74.08,1.48,72.6
TX_202606_01220,2026-06-01 17:02:29,1287.56,25.75,1261.81
TX_202606_01221,2026-06-02 18:42:55,427.86,8.56,419.3
TX_202606_01222,2026-06-04 04:49:31,1315.89,26.32,1289.57
TX_202606_01223,2026-06-05 17:43:48,1033.93,20.68,1013.25
TX_202606_01224,2026-06-01 00:34:32,579.23,11.58,567.65
TX_202606_01225,2026-06-03 05:17:45,1346.24,26.92,1319.32
TX_202606_01226,2026-06-01 03:26:04,824.45,16.49,807.96
TX_202606_01227,2026-06-05 00:42:18,942.39,18.85,923.54
TX_202606_01228,2026-06-02 11:32:51,718.52,14.37,704.15
TX_202606_01229,2026-06-04 13:04:55,621.39,12.43,608.96
TX_202606_01230,2026-06-03 22:39:33,629.95,12.6,617.35
TX_202606_01231,2026-06-04 09:02:16,908.05,18.16,889.89
TX_202606_01232,2026-06-04 19:22:17,963.01,19.26,943.75
TX_202606_01233,2026-06-02 14:34:59,1281.1,25.62,1255.48
TX_202606_01234,2026-06-03 09:39:22,104.6,2.09,102.51
TX_202606_01235,2026-06-03 08:54:42,461.21,9.22,451.99
TX_202606_01236,2026-06-01 17:44:11,143.04,2.86,140.18
TX_202606_01237,2026-06-03 12:03:58,123.7,2.47,121.23
TX_202606_01238,2026-06-02 13:02:14,595.13,11.9,583.23
TX_202606_01239,2026-06-04 20:05:28,702.0,14.04,687.96
TX_202606_01240,2026-06-05 10:49:44,1068.95,21.38,1047.57
TX_202606_01241,2026-06-02 16:33:59,636.53,12.73,623.8
TX_202606_01242,2026-06-03 17:47:54,1065.53,21.31,1044.22
TX_202606_01243,2026-06-02 00:17:46,22.29,0.45,21.84
TX_202606_01244,2026-06-02 11:28:07,639.01,12.78,626.23
TX_202606_01245,2026-06-01 19:45:05,1293.31,25.87,1267.44
TX_202606_01246,2026-06-01 18:32:38,868.59,17.37,851.22
TX_202606_01247,2026-06-02 06:51:47,1160.92,23.22,1137.7
TX_202606_01248,2026-06-01 09:07:41,612.4,12.25,600.15
TX_202606_01249,2026-06-02 12:06:35,1207.21,24.14,1183.07
TX_202606_01250,2026-06-05 17:21:36,1144.22,22.88,1121.34
TX_202606_01251,2026-06-04 01:19:01,371.84,7.44,364.4
TX_202606_01252,2026-06-04 09:07:01,163.32,3.27,160.05
TX_202606_01253,2026-06-04 22:45:06,956.46,19.13,937.33
TX_202606_01254,2026-06-05 03:10:10,1425.03,28.5,1396.53
TX_202606_01255,2026-06-04 11:41:13,76.02,1.52,74.5
TX_202606_01256,2026-06-05 09:49:47,1228.72,24.57,1204.15
TX_202606_01257,2026-06-03 22:45:33,290.44,5.81,284.63
TX_202606_01258,2026-06-02 00:42:50,1174.16,23.48,1150.68
TX_202606_01259,2026-06-03 05:55:35,1151.38,23.03,1128.35
TX_202606_01260,2026-06-02 10:00:48,1451.53,29.03,1422.5
TX_202606_01261,2026-06-03 09:23:42,250.33,5.01,245.32
TX_202606_01262,2026-06-03 18:40:39,741.05,14.82,726.23
TX_202606_01263,2026-06-05 05:45:27,242.71,4.85,237.86
TX_202606_01264,2026-06-03 05:52:58,23.97,0.48,23.49
TX_202606_01265,2026-06-05 17:12:51,567.33,11.35,555.98
TX_202606_01266,2026-06-01 02:19:00,554.71,11.09,543.62
TX_202606_01267,2026-06-05 20:36:57,934.66,18.69,915.97
TX_202606_01268,2026-06-01 13:01:18,1336.61,26.73,1309.88
TX_202606_01269,2026-06-05 16:44:37,202.69,4.05,198.64
TX_202606_01270,2026-06-02 14:57:44,712.02,14.24,697.78
TX_202606_01271,2026-06-04 14:17:07,794.93,15.9,779.03
TX_202606_01272,2026-06-04 01:44:34,771.95,15.44,756.51
TX_202606_01273,2026-06-03 12:35:41,432.99,8.66,424.33
TX_202606_01274,2026-06-01 08:41:37,1313.68,26.27,1287.41
TX_202606_01275,2026-06-01 06:45:39,1264.32,25.29,1239.03
TX_202606_01276,2026-06-04 12:42:00,1052.05,21.04,1031.01
TX_202606_01277,2026-06-05 07:29:44,543.9,10.88,533.02
TX_202606_01278,2026-06-03 01:48:03,1133.75,22.68,1111.07
TX_202606_01279,2026-06-05 14:37:03,922.45,18.45,904.0
TX_202606_01280,2026-06-02 12:44:33,813.63,16.27,797.36
TX_202606_01281,2026-06-03 16:58:07,366.68,9.17,357.51
TX_202606_01282,2026-06-03 09:01:25,1040.85,20.82,1020.03
TX_202606_01283,2026-06-02 19:06:42,914.55,18.29,896.26
TX_202606_01284,2026-06-01 14:31:16,376.41,7.53,368.88
TX_202606_01285,2026-06-02 14:26:30,133.88,2.68,131.2
TX_202606_01286,2026-06-02 19:44:50,1273.24,25.46,1247.78
TX_202606_01287,2026-06-03 01:50:30,13.95,0.28,13.67
TX_202606_01288,2026-06-02 10:27:12,332.7,6.65,326.05
TX_202606_01289,2026-06-01 22:04:44,1280.47,25.61,1254.86
TX_202606_01290,2026-06-04 16:53:30,575.7,11.51,564.19
TX_202606_01291,2026-06-01 16:40:49,217.71,4.35,213.36
TX_202606_01292,2026-06-02 18:05:01,173.21,3.46,169.75
TX_202606_01293,2026-06-01 09:43:14,538.26,10.77,527.49
TX_202606_01294,2026-06-04 12:03:28,338.14,6.76,331.38
TX_202606_01295,2026-06-04 06:53:49,744.65,14.89,729.76
TX_202606_01296,2026-06-04 22:40:22,119.22,2.38,116.84
TX_202606_01297,2026-06-01 15:47:31,185.67,3.71,181.96
TX_202606_01298,2026-06-04 00:00:46,1002.39,20.05,982.34
TX_202606_01299,2026-06-03 19:34:55,279.46,5.59,273.87
TX_202606_01300,2026-06-04 05:54:43,264.57,5.29,259.28
TX_202606_01301,2026-06-03 11:33:57,282.68,5.65,277.03
TX_202606_01302,2026-06-04 04:01:28,1396.33,27.93,1368.4
TX_202606_01303,2026-06-05 09:54:28,1440.33,28.81,1411.52
TX_202606_01304,2026-06-02 09:22:52,594.4,11.89,582.51
TX_202606_01305,2026-06-04 14:28:46,547.75,10.96,536.79
TX_202606_01306,2026-06-01 20:58:32,910.82,18.22,892.6
TX_202606_01308,2026-06-03 21:00:52,153.4,3.07,150.33
TX_202606_01309,2026-06-01 08:03:45,362.71,7.25,355.46
TX_202606_01310,2026-06-05 08:56:20,1165.04,23.3,1141.74
TX_202606_01311,2026-06-01 19:52:10,562.06,11.24,550.82
TX_202606_01312,2026-06-03 11:34:04,1242.74,24.85,1217.89
TX_202606_01313,2026-06-05 08:55:05,1333.15,26.66,1306.49
TX_202606_01314,2026-06-03 12:48:34,593.78,11.88,581.9
TX_202606_01315,2026-06-04 22:30:26,832.71,16.65,816.06
TX_202606_01316,2026-06-05 01:47:37,1329.52,26.59,1302.93
TX_202606_01318,2026-06-02 09:48:05,399.38,7.99,391.39
TX_202606_01319,2026-06-02 11:57:00,831.35,16.63,814.72
TX_202606_01320,2026-06-03 23:21:15,1171.39,23.43,1147.96
TX_202606_01321,2026-06-05 17:43:56,1121.77,22.44,1099.33
TX_202606_01322,2026-06-05 03:08:58,1386.49,27.73,1358.76
TX_202606_01323,2026-06-01 15:51:42,109.89,2.2,107.69
TX_202606_01324,2026-06-02 06:18:07,1266.23,25.32,1240.91
TX_202606_01325,2026-06-01 16:48:34,1246.41,24.93,1221.48
TX_202606_01326,2026-06-02 12:34:07,836.37,16.73,819.64
TX_202606_01327,2026-06-01 11:00:15,647.15,12.94,634.21
TX_202606_01328,2026-06-03 13:03:03,13.56,0.27,13.29
TX_202606_01329,2026-06-02 21:42:54,892.31,17.85,874.46
TX_202606_01330,2026-06-03 08:12:38,403.21,8.06,395.15
TX_202606_01331,2026-06-04 21:32:28,1258.2,25.16,1233.04
TX_202606_01332,2026-06-02 04:56:30,1356.02,27.12,1328.9
TX_202606_01333,2026-06-04 01:05:03,253.22,5.06,248.16
TX_202606_01334,2026-06-04 10:25:19,30.48,0.61,29.87
TX_202606_01335,2026-06-02 13:36:26,445.41,8.91,436.5
TX_202606_01336,2026-06-03 00:30:10,1443.59,36.09,1407.5
TX_202606_01337,2026-06-02 23:10:09,951.05,19.02,932.03
TX_202606_01338,2026-06-02 19:27:37,537.19,10.74,526.45
TX_202606_01339,2026-06-01 15:49:22,1463.3,29.27,1434.03
TX_202606_01340,2026-06-03 17:14:07,697.73,13.95,683.78
TX_202606_01341,2026-06-04 08:03:52,1386.52,27.73,1358.79
TX_202606_01342,2026-06-04 02:54:18,1348.22,33.71,1314.51
TX_202606_01343,2026-06-01 04:35:29,654.97,13.1,641.87
TX_202606_01344,2026-06-03 11:48:29,688.16,13.76,674.4
TX_202606_01345,2026-06-01 03:54:13,774.17,15.48,758.69
TX_202606_01346,2026-06-05 23:37:09,234.23,4.68,229.55
TX_202606_01347,2026-06-02 21:50:53,219.23,4.38,214.85
TX_202606_01348,2026-06-03 08:40:47,491.58,9.83,481.75
TX_202606_01349,2026-06-03 14:44:37,31.29,0.63,30.66
TX_202606_01350,2026-06-03 22:13:37,346.46,6.93,339.53
TX_202606_01351,2026-06-03 12:35:11,912.29,18.25,894.04
TX_202606_01352,2026-06-01 13:19:38,1371.59,27.43,1344.16
TX_202606_01353,2026-06-01 01:28:19,885.11,17.7,867.41
TX_202606_01354,2026-06-03 09:28:18,407.79,8.16,399.63
TX_202606_01355,2026-06-05 13:34:16,209.03,4.18,204.85
TX_202606_01356,2026-06-02 04:31:17,471.91,9.44,462.47
TX_202606_01357,2026-06-01 20:47:38,211.83,4.24,207.59
TX_202606_01358,2026-06-04 21:14:24,265.07,5.3,259.77
TX_202606_01359,2026-06-04 05:59:02,700.62,14.01,686.61
TX_202606_01360,2026-06-03 22:40:43,317.92,6.36,311.56
TX_202606_01361,2026-06-02 18:07:48,937.42,18.75,918.67
TX_202606_01362,2026-06-02 00:36:33,169.63,3.39,166.24
TX_202606_01363,2026-06-03 04:29:21,345.87,6.92,338.95
TX_202606_01364,2026-06-04 23:41:52,372.37,7.45,364.92
TX_202606_01365,2026-06-01 13:31:10,1010.21,20.2,990.01
TX_202606_01366,2026-06-05 06:08:34,198.18,3.96,194.22
TX_202606_01367,2026-06-02 12:10:27,244.82,4.9,239.92
TX_202606_01368,2026-06-01 20:24:02,1012.73,20.25,992.48
TX_202606_01369,2026-06-01 13:53:35,1494.13,29.88,1464.25
TX_202606_01370,2026-06-03 20:01:50,739.59,14.79,724.8
TX_202606_01371,2026-06-05 23:20:15,1231.66,24.63,1207.03
TX_202606_01372,2026-06-02 21:40:38,112.85,2.26,110.59
TX_202606_01373,2026-06-03 23:20:32,522.95,10.46,512.49
TX_202606_01374,2026-06-02 02:36:44,462.66,9.25,453.41
TX_202606_01375,2026-06-03 18:42:08,210.55,4.21,206.34
TX_202606_01376,2026-06-04 17:23:32,57.26,1.15,56.11
TX_202606_01377,2026-06-05 07:05:51,1000.79,20.02,980.77
TX_202606_01378,2026-06-04 04:38:20,910.88,18.22,892.66
TX_202606_01379,2026-06-05 14:31:25,74.74,1.49,73.25
TX_202606_01380,2026-06-02 14:17:30,579.84,11.6,568.24
TX_202606_01381,2026-06-01 12:16:50,998.93,19.98,978.95
TX_202606_01382,2026-06-03 14:09:01,1087.48,21.75,1065.73
TX_202606_01383,2026-06-01 09:21:55,743.87,14.88,728.99
TX_202606_01384,2026-06-04 20:05:38,1208.18,24.16,1184.02
TX_202606_01385,2026-06-02 01:18:20,160.14,3.2,156.94
TX_202606_01386,2026-06-03 21:48:41,1169.48,23.39,1146.09
TX_202606_01387,2026-06-01 21:40:15,1387.97,27.76,1360.21
TX_202606_01388,2026-06-02 15:34:02,1329.43,26.59,1302.84
TX_202606_01389,2026-06-04 16:07:10,92.18,1.84,90.34
TX_202606_01390,2026-06-02 19:39:39,712.66,14.25,698.41
TX_202606_01391,2026-06-03 01:17:28,808.91,16.18,792.73
TX_202606_01392,2026-06-02 11:45:33,1386.32,27.73,1358.59
TX_202606_01393,2026-06-01 15:43:25,227.54,4.55,222.99
TX_202606_01394,2026-06-05 06:16:26,1105.22,22.1,1083.12
TX_202606_01395,2026-06-05 18:22:02,1119.75,22.39,1097.36
TX_202606_01396,2026-06-01 09:31:54,1439.28,28.79,1410.49
TX_202606_01397,2026-06-02 18:30:34,774.13,15.48,758.65
TX_202606_01398,2026-06-03 11:43:35,340.08,6.8,333.28
TX_202606_01399,2026-06-05 23:05:08,1383.66,27.67,1355.99
TX_202606_01400,2026-06-01 10:26:41,535.46,10.71,524.75
TX_202606_01401,2026-06-05 15:34:56,179.25,3.58,175.67
TX_202606_01402,2026-06-03 20:42:52,1250.31,25.01,1225.3
TX_202606_01403,2026-06-03 20:49:27,217.68,4.35,213.33
TX_202606_01404,2026-06-04 17:16:02,1277.89,25.56,1252.33
TX_202606_01405,2026-06-01 23:36:11,149.13,2.98,146.15
TX_202606_01406,2026-06-01 15:51:00,402.17,8.04,394.13
TX_202606_01407,2026-06-02 17:19:14,442.12,8.84,433.28
TX_202606_01408,2026-06-02 07:42:19,648.33,12.97,635.36
TX_202606_01409,2026-06-05 02:22:42,375.89,7.52,368.37
TX_202606_01410,2026-06-05 18:57:59,930.84,18.62,912.22
TX_202606_01411,2026-06-05 22:09:27,862.07,17.24,844.83
TX_202606_01412,2026-06-05 20:30:21,893.12,17.86,875.26
TX_202606_01413,2026-06-01 07:10:28,730.4,14.61,715.79
TX_202606_01414,2026-06-01 16:12:56,727.15,14.54,712.61
TX_202606_01415,2026-06-04 02:34:00,390.09,7.8,382.29
TX_202606_01416,2026-06-04 23:27:19,545.78,10.92,534.86
TX_202606_01417,2026-06-01 06:52:26,754.35,15.09,739.26
TX_202606_01418,2026-06-05 15:23:02,57.47,1.15,56.32
TX_202606_01419,2026-06-05 18:39:58,780.69,15.61,765.08
TX_202606_01420,2026-06-02 01:49:29,1318.98,26.38,1292.6
TX_202606_01421,2026-06-05 01:08:09,656.18,13.12,643.06
TX_202606_01422,2026-06-03 07:36:07,622.6,12.45,610.15
TX_202606_01423,2026-06-01 17:55:12,320.49,6.41,314.08
TX_202606_01425,2026-06-03 09:25:32,381.82,7.64,374.18
TX_202606_01426,2026-06-01 02:11:15,841.93,16.84,825.09
TX_202606_01427,2026-06-05 09:43:16,153.09,3.06,150.03
TX_202606_01428,2026-06-02 03:18:03,871.37,17.43,853.94
TX_202606_01429,2026-06-03 13:56:14,58.43,1.17,57.26
TX_202606_01430,2026-06-04 16:05:11,752.68,15.05,737.63
TX_202606_01431,2026-06-02 15:13:30,1323.48,26.47,1297.01
TX_202606_01432,2026-06-03 16:21:33,152.07,3.04,149.03
TX_202606_01433,2026-06-02 14:27:42,1165.23,23.3,1141.93
TX_202606_01434,2026-06-04 01:31:22,600.77,12.02,588.75
TX_202606_01435,2026-06-04 06:55:08,1375.64,27.51,1348.13
TX_202606_01436,2026-06-04 08:52:29,382.78,7.66,375.12
TX_202606_01437,2026-06-04 10:32:45,61.18,1.22,59.96
TX_202606_01438,2026-06-04 23:05:46,1216.5,24.33,1192.17
TX_202606_01439,2026-06-04 04:43:59,111.29,2.23,109.06
TX_202606_01440,2026-06-01 11:11:27,1013.18,20.26,992.92
TX_202606_01441,2026-06-04 00:05:01,1253.79,25.08,1228.71
TX_202606_01442,2026-06-02 01:43:52,864.82,17.3,847.52
TX_202606_01443,2026-06-01 18:20:54,1443.78,28.88,1414.9
TX_202606_01444,2026-06-03 18:39:06,571.86,11.44,560.42
TX_202606_01445,2026-06-01 11:45:30,227.93,4.56,223.37
TX_202606_01446,2026-06-02 01:36:08,1007.59,20.15,987.44
TX_202606_01447,2026-06-02 23:29:00,896.81,17.94,878.87
TX_202606_01448,2026-06-01 15:44:25,527.53,10.55,516.98
TX_202606_01449,2026-06-04 14:31:23,406.13,8.12,398.01
TX_202606_01450,2026-06-05 04:48:17,666.16,13.32,652.84
TX_202606_01451,2026-06-01 06:35:42,792.75,15.86,776.89
TX_202606_01452,2026-06-05 05:41:17,983.81,19.68,964.13
TX_202606_01453,2026-06-03 01:29:38,1263.92,25.28,1238.64
TX_202606_01454,2026-06-02 20:43:43,527.49,10.55,516.94
TX_202606_01455,2026-06-02 05:52:27,120.31,2.41,117.9
TX_202606_01456,2026-06-01 02:03:27,616.2,12.32,603.88
TX_202606_01457,2026-06-04 13:50:33,1206.36,24.13,1182.23
TX_202606_01458,2026-06-01 02:25:52,902.92,18.06,884.86
TX_202606_01459,2026-06-05 23:11:46,562.47,11.25,551.22
TX_202606_01460,2026-06-04 19:04:08,623.18,12.46,610.72
TX_202606_01461,2026-06-02 12:32:33,221.84,4.44,217.4
TX_202606_01462,2026-06-05 06:02:25,1211.56,24.23,1187.33
TX_202606_01463,2026-06-05 10:22:10,518.14,10.36,507.78
TX_202606_01464,2026-06-01 07:29:30,615.41,12.31,603.1
TX_202606_01465,2026-06-03 13:41:29,172.23,3.44,168.79
TX_202606_01466,2026-06-02 03:04:33,1132.14,22.64,1109.5
TX_202606_01467,2026-06-03 21:47:53,1021.26,20.43,1000.83
TX_202606_01468,2026-06-01 12:52:12,724.68,14.49,710.19
TX_202606_01469,2026-06-03 18:59:42,455.95,9.12,446.83
TX_202606_01470,2026-06-01 09:48:47,664.93,13.3,651.63
TX_202606_01471,2026-06-05 11:25:12,1108.55,22.17,1086.38
TX_202606_01472,2026-06-01 14:00:00,1412.69,28.25,1384.44
TX_202606_01473,2026-06-03 23:39:09,405.77,8.12,397.65
TX_202606_01474,2026-06-02 23:45:15,1109.33,22.19,1087.14
TX_202606_01475,2026-06-03 14:10:46,900.0,18.0,882.0
TX_202606_01476,2026-06-02 18:36:14,744.43,14.89,729.54
TX_202606_01477,2026-06-01 08:19:46,669.03,13.38,655.65
TX_202606_01478,2026-06-02 12:45:09,655.05,13.1,641.95
TX_202606_01479,2026-06-04 22:54:51,1407.14,28.14,1379.0
TX_202606_01480,2026-06-05 12:18:46,1190.77,23.82,1166.95
TX_202606_01481,2026-06-03 18:25:47,418.78,8.38,410.4
TX_202606_01482,2026-06-03 17:15:59,362.41,7.25,355.16
TX_202606_01483,2026-06-05 15:06:28,864.37,17.29,847.08
TX_202606_01484,2026-06-03 13:08:32,1214.92,24.3,1190.62
TX_202606_01485,2026-06-04 22:15:11,657.42,13.15,644.27
TX_202606_01486,2026-06-05 12:59:43,706.14,14.12,692.02
TX_202606_01487,2026-06-01 10:50:54,37.81,0.76,37.05
TX_202606_01488,2026-06-04 23:17:55,362.08,7.24,354.84
TX_202606_01489,2026-06-05 20:15:27,423.54,8.47,415.07
TX_202606_01490,2026-06-03 18:33:00,1062.24,21.24,1041.0
TX_202606_01491,2026-06-04 00:22:50,229.11,4.58,224.53
TX_202606_01492,2026-06-02 15:52:35,757.58,15.15,742.43
TX_202606_01493,2026-06-04 13:41:45,1102.11,22.04,1080.07
TX_202606_01494,2026-06-05 07:29:35,964.6,19.29,945.31
TX_202606_01495,2026-06-01 12:43:23,1172.68,23.45,1149.23
TX_202606_01496,2026-06-02 05:38:18,1429.13,28.58,1400.55
TX_202606_01498,2026-06-02 06:11:45,1479.31,29.59,1449.72
TX_202606_01499,2026-06-01 03:32:46,622.24,12.44,609.8
TX_202606_01500,2026-06-04 20:46:12,504.75,10.1,494.65
TX_202606_01501,2026-06-03 01:38:22,1007.6,20.15,987.45
TX_202606_01502,2026-06-02 22:39:38,1119.45,22.39,1097.06
TX_202606_01503,2026-06-04 05:34:18,823.69,16.47,807.22
TX_202606_01504,2026-06-02 10:34:05,867.32,17.35,849.97
TX_202606_01505,2026-06-05 09:05:17,1435.18,28.7,1406.48
TX_202606_01506,2026-06-02 18:34:03,1272.71,25.45,1247.26
TX_202606_01507,2026-06-01 21:03:10,1301.0,26.02,1274.98
TX_202606_01508,2026-06-02 05:55:54,1018.5,20.37,998.13
TX_202606_01509,2026-06-02 04:52:41,1283.36,25.67,1257.69
TX_202606_01510,2026-06-01 21:48:57,127.87,2.56,125.31
TX_202606_01511,2026-06-05 20:15:18,938.07,18.76,919.31
TX_202606_01512,2026-06-03 05:54:13,420.84,8.42,412.42
TX_202606_01513,2026-06-03 04:52:27,774.64,15.49,759.15
TX_202606_01514,2026-06-01 23:12:54,615.93,12.32,603.61
TX_202606_01515,2026-06-02 12:10:21,37.92,0.76,37.16
TX_202606_01516,2026-06-03 17:34:04,1272.47,25.45,1247.02
TX_202606_01517,2026-06-05 16:02:11,611.76,12.24,599.52
TX_202606_01518,2026-06-01 23:58:09,1060.75,21.21,1039.54
TX_202606_01519,2026-06-03 05:08:59,1396.07,27.92,1368.15
TX_202606_01520,2026-06-03 07:00:07,858.34,17.17,841.17
TX_202606_01521,2026-06-02 06:50:48,1295.54,25.91,1269.63
TX_202606_01522,2026-06-01 09:09:35,1298.89,25.98,1272.91
TX_202606_01523,2026-06-02 14:53:48,863.42,17.27,846.15
TX_202606_01524,2026-06-01 21:33:45,807.99,16.16,791.83
TX_202606_01525,2026-06-01 15:39:12,1317.16,26.34,1290.82
TX_202606_01526,2026-06-03 10:02:54,989.06,19.78,969.28
TX_202606_01527,2026-06-03 06:53:32,457.69,9.15,448.54
TX_202606_01528,2026-06-05 07:56:00,229.75,4.59,225.16
TX_202606_01529,2026-06-02 02:42:53,514.82,10.3,504.52
TX_202606_01530,2026-06-02 00:34:00,193.35,3.87,189.48
TX_202606_01531,2026-06-01 23:01:43,1017.56,20.35,997.21
TX_202606_01532,2026-06-05 15:42:59,989.5,19.79,969.71
TX_202606_01533,2026-06-01 16:29:34,1272.62,25.45,1247.17
TX_202606_01534,2026-06-04 11:26:10,484.02,9.68,474.34
TX_202606_01535,2026-06-03 23:23:06,932.02,18.64,913.38
TX_202606_01536,2026-06-02 00:51:53,1149.26,22.99,1126.27
TX_202606_01537,2026-06-01 14:21:54,1496.82,29.94,1466.88
TX_202606_01538,2026-06-02 13:48:22,599.49,11.99,587.5
TX_202606_01539,2026-06-01 20:56:05,422.91,8.46,414.45
TX_202606_01540,2026-06-01 14:25:55,411.5,8.23,403.27
TX_202606_01541,2026-06-01 12:33:45,1398.03,27.96,1370.07
TX_202606_01542,2026-06-01 07:23:05,233.99,4.68,229.31
TX_202606_01543,2026-06-02 14:13:43,673.96,13.48,660.48
TX_202606_01544,2026-06-05 02:33:53,698.58,13.97,684.61
TX_202606_01545,2026-06-01 08:38:44,1137.63,22.75,1114.88
TX_202606_01546,2026-06-02 23:42:17,1032.76,20.66,1012.1
TX_202606_01547,2026-06-02 15:33:20,1387.3,27.75,1359.55
TX_202606_01548,2026-06-03 18:16:19,106.37,2.13,104.24
TX_202606_01549,2026-06-02 10:15:33,181.99,4.55,177.44
TX_202606_01550,2026-06-04 00:26:25,687.1,13.74,673.36
